Planet_name,Host_name,gaia_id,Number_of_stars,Number_of_planets,Number_of_moons,disc_facility,Planet_controversial_flag,Orbital_period[days],delta_orbpererr1,delta_orbpererr2,pl_orbperlim,Orbit_semimajor_axis,delta_orbsmaxerr1,delta_orbsmaxerr2,pl_orbsmaxlim,angular_separation[mas],delta_angseperr1,delta_angseperr2,pl_angseplim,Planet_radius[Earth],delta_radeerr1,delta_radeerr2,pl_radelim,Planet_radius[Jupiter],delta_radjerr1,delta_radjerr2,pl_radjlim,Planet_mass[Earth],delta_bmasseerr1,delta_bmasseerr2,pl_bmasselim,Planet_mass[Jupiter],delta_bmassjerr1,delta_bmassjerr2,pl_bmassjlim,Planet_density[g/cm^3],delta_denserr1,delta_denserr2,pl_denslim,Orbit_eccentricity,delta_orbeccenerr1,delta_orbeccenerr2,pl_orbeccenlim,Planet_insolation_flux[Earth],delta_insolerr1,delta_insolerr2,pl_insollim,Planet_equilibrium_temperature[K],delta_eqterr1,delta_eqterr2,pl_eqtlim,Orbital_inclinitation[deg],delta_orbinclerr1,delta_orbinclerr2,pl_orbincllim,ttv_flag,Ratio_semimajor_stellarradius,delta_ratdorerr1,delta_ratdorerr2,pl_ratdorlim,Ratio_planetradius/stellar,delta_ratrorerr1,delta_ratrorerr2,pl_ratrorlim,Radial_velocity_amplitude[m/s],delta_rvamperr1,delta_rvamperr2,pl_rvamplim,True_Obliquity,delta_trueobliqerr1,delta_trueobliqerr2,pl_trueobliqlim,Spectral_type,Stellar_effective_temperature,delta_tefferr1,delta_tefferr2,st_tefflim,Stellar_radius,delta_raderr1,delta_raderr2,st_radlim,Stellar_mass,delta_masserr1,delta_masserr2,st_masslim,Stellar_metallicity[dex],delta_meterr1,delta_meterr2,st_metlim,Stellar_metallicity_ratio,Stellar_luminocity[log(sun)],delta_lumerr1,delta_lumerr2,st_lumlim,Stellar_gravity_logg,delta_loggerr1,delta_loggerr2,st_logglim,Stelar_age[Gyr],delta_ageerr1,delta_ageerr2,st_agelim,Stellar_density[g/cm^3],delta_denserr1.1,delta_denserr2.1,st_denslim,Stelar_rotational_velocity[km/s],delta_vsinerr1,delta_vsinerr2,st_vsinlim,Stellar_rotational_period[days],delta_rotperr1,delta_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,RA[sexagesimal],RA[deg],DEC[sexagesimal],DEC,Distance[parsec],delta_disterr1,delta_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,st_nspec
Kepler-398 c,Kepler-398,Gaia DR2 2053457644144430848,1,3,0,Kepler,0,11.419412,4.7e-05,-4.7e-05,0.0,0.087,,,0.0,0.491,,,0.0,1.01,0.11,-0.11,0,0.09,0.01,-0.01,0,1.01,,,0,0.00317,,,0,5.39,,,0,0.0,,,0.0,20.556,0.362,-0.358,0.0,536.0,,,0.0,85.38,,,0.0,0,11.6,4.7,-4.7,0.0,0.013604,1.6e-05,-0.002387,0.0,,,,,,,,,K5,4493.0,100.0,-100.0,0.0,0.613,0.028,-0.028,0.0,0.649,0.015,-0.015,0,0.0528,0.0146,-0.0146,0.0,[M/H],-0.81101,0.02931,-0.01745,0.0,4.689,0.15,-0.15,0.0,2.34,2.35,-0.892,0.0,0.37842,2.18878,-0.01203,0.0,,,,,,,,,,,,,19h25m52.52s,291.4688524,+40d20m37.32s,40.3437001,177.355,0.538,-0.535,13.499,0.08,-0.08,10.794,0.018,-0.018,13.2351,0.000224,-0.000224,0
Kepler-442 b,Kepler-442,Gaia DR2 2100258047339711488,1,1,0,Kepler,0,112.3053,0.0024,-0.0028,0.0,0.409,0.209,-0.06,0.0,1.12,,,0.0,1.34,0.11,-0.18,0,0.12,0.01,-0.02,0,2.36,,,0,0.00742,,,0,5.39,,,0,0.04,0.08,-0.04,-1.0,0.66,0.23,-0.41,0.0,241.0,,,0.0,89.94,0.06,-0.12,0.0,0,146.0,80.0,-22.0,0.0,0.0211,0.0019,-0.0016,0.0,,,,,,,,,K5,4402.0,100.0,-100.0,0.0,0.598,0.023,-0.024,0.0,0.609,0.03,-0.026,0,-0.37,0.1,-0.1,0.0,[Fe/H],-0.932,0.081,-0.064,0.0,4.673,0.018,-0.021,0.0,2.9,8.1,-0.2,0.0,4.01,0.37,-0.3,0.0,,,,,,,,,,,,,19h01m27.98s,285.3666029,+39d16m48.25s,39.2800704,365.965,2.763,-2.724,15.322,0.057,-0.057,12.488,0.022,-0.022,14.9304,0.000287,-0.000287,0
K2-21 c,K2-21,Gaia DR2 2596888100773300224,1,2,0,K2,0,15.50192,0.000918,-0.000928,0.0,0.107,0.003,-0.004,0.0,1.28,,,0.0,2.49,0.17,-0.19,0,0.22214292,0.01516638,-0.01695066,0,6.76,,,0,0.0213,,,0,5.4,5.4,-3.5,0,0.21,0.20677,-0.173719,0.0,5.1,1.1,-0.9,0.0,420.0,,,0.0,88.85,0.4,-0.15,0.0,0,35.5,1.63,-1.63,0.0,0.035332,0.001742,-0.00219,0.0,,,,,,,,,M0.0,4222.06,88.15,-84.41,0.0,0.646783,0.028803,-0.028216,0.0,0.676023,0.067602,-0.067602,0,-0.11,0.13,-0.13,0.0,[Fe/H],-0.98492,0.03011,-0.03854,0.0,4.828,0.05,-0.05,0.0,1.0,,,-1.0,3.167598,1.14005,-1.100663,0.0,,,,,,,,,4.80026,1.60578,-1.60578,0.0,22h41m12.91s,340.3037846,-14d29m21.57s,-14.4893256,83.6448,0.2665,-0.2649,12.851,0.057,-0.057,9.417,0.02,-0.02,12.2785,0.000342,-0.000342,0
TOI-178 b,TOI-178,Gaia DR2 2318295979126499200,1,6,0,Transiting Exoplanet Survey Satellite (TESS),0,1.914558,1.8e-05,-1.8e-05,0.0,0.02607,0.00078,-0.00078,0.0,0.416,,,0.0,1.152,0.073,-0.07,0,0.10277456,0.00651262,-0.00624498,0,1.5,0.39,-0.44,0,0.0047195,0.00122707,-0.00138439,0,5.4,1.9,-1.7,0,0.0,,,,,,,,1040.0,22.0,-21.0,0.0,88.8,0.8,-1.3,0.0,0,8.61,0.21,-0.22,0.0,0.01623,0.00097,-0.00097,0.0,1.05,0.25,-0.3,0.0,,,,,K,4316.0,70.0,-70.0,0.0,0.651,0.011,-0.011,0.0,0.65,0.027,-0.029,0,-0.23,0.05,-0.05,0.0,[Fe/H],-0.87943,0.03171,-0.03421,0.0,4.45,0.15,-0.15,0.0,7.1,6.1,-5.3,0.0,3.31,0.24,-0.24,0.0,1.5,0.3,-0.3,0.0,,,,,57.38051,0.49321,-0.49321,0.0,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.699,0.2074,-0.2061,11.955,0.035,-0.035,8.656,0.021,-0.021,11.1523,0.00089,-0.00089,0
TOI-771 b,TOI-771,Gaia DR2 5229384714547758720,1,2,0,Transiting Exoplanet Survey Satellite (TESS),0,2.3260155,1e-06,-9e-07,0.0,0.0208,0.0009,-0.001,0.0,0.823,,,0.0,1.36,0.1,-0.1,0,0.12133128,0.00892142,-0.00892142,0,2.47,0.32,-0.31,0,0.00777149,0.00100683,-0.00097537,0,5.4,1.4,-1.4,0,0.055,0.047,-0.036,0.0,14.0,4.0,-3.0,0.0,543.0,28.0,-34.0,0.0,89.3,0.5,-0.5,0.0,0,18.9,1.1,-1.1,0.0,0.05369,0.0008,-0.0008,0.0,3.29,0.28,-0.28,0.0,,,,,M3,3370.0,100.0,-100.0,0.0,0.232,0.017,-0.023,0.0,0.22,0.03,-0.035,0,-0.13,0.07,-0.07,0.0,[Fe/H],-2.20343,0.01028,-0.03842,0.0,4.8,0.07,-0.07,0.0,6.7,4.9,-4.8,0.0,23.685082,4.229479,-3.806531,0.0,,,,,98.0,10.0,-5.0,0.0,-5.9,1.02,-1.02,0.0,10h56m27.33s,164.1138903,-72d59m06.62s,-72.9851736,25.2788,0.0257,-0.0257,14.888,0.08,-0.08,9.664,0.021,-0.021,13.3671,0.000591,-0.000591,0
TOI-6324 b,TOI-6324,Gaia DR2 2220012421430629632,1,1,0,Transiting Exoplanet Survey Satellite (TESS),0,0.279221,1e-07,-1e-07,0.0,0.00432,,,,,,,,1.059,0.041,-0.041,0,0.09447781,0.00365778,-0.00365778,0,1.17,0.22,-0.22,0,0.00368123,0.0006922,-0.0006922,0,5.41,,,0,0.0,,,0.0,284.211,,,0.0,1216.0,60.0,-60.0,0.0,74.6,0.7,-0.7,0.0,0,3.17,0.2,-0.2,0.0,0.0331,0.0006,-0.0006,0.0,2.69,0.51,-0.51,0.0,,,,,M3V,3247.0,70.0,-70.0,0.0,0.293,0.01,-0.01,0.0,0.269,0.012,-0.012,0,-0.32,0.09,-0.09,0.0,[Fe/H],-1.99802,0.09641,-0.12411,0.0,4.93,0.006,-0.006,0.0,,,,,10.7,1.1,-1.1,0.0,2.0,,,1.0,,,,,,,,,22h03m22.69s,330.844543,+67d29m55.24s,67.4986773,20.5488,0.0152,-0.0151,13.386,0.026,-0.026,8.691,0.022,-0.022,12.214,0.000344,-0.000344,0
YZ Cet c,YZ Cet,Gaia DR2 2358524597030794112,1,3,0,La Silla Observatory,0,3.05989,0.0001,-0.0001,0.0,0.02156,0.00046,-0.00054,0.0,5.81,,,0.0,1.05,,,0,0.0933,,,0,1.14,0.11,-0.1,0,0.00358684,0.0003461,-0.00031464,0,5.41,,,0,0.0,,,0.0,4.72,0.09,-0.09,0.0,410.3,2.0,-1.9,0.0,,,,,0,,,,,,,,,1.84,0.14,-0.15,0.0,,,,,M4.5 V,3151.0,51.0,-51.0,0.0,0.157,0.005,-0.005,0.0,0.142,0.01,-0.01,0,-0.18,0.16,-0.16,0.0,[Fe/H],-2.65857,0.00784,-0.00799,0.0,5.17,0.07,-0.07,0.0,3.8,0.5,-0.5,0.0,,,,,2.0,,,1.0,68.28,0.21,-0.28,0.0,28.301,0.0003,-0.0003,0.0,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.71207,0.00109,-0.00109,12.074,,,6.42,0.017,,10.4294,0.000576,-0.000576,0
K2-211 b,K2-211,Gaia DR2 2559203924574351616,1,1,0,K2,0,0.669561,3.1e-05,-3.2e-05,0.0,0.01419,0.00021,-0.0002,0.0,0.0521,,,0.0,1.33162691,0.08743005,-0.07173748,0,0.1188,0.0078,-0.0064,0,2.33,,,0,0.00735,,,0,5.42,,,0,0.19,0.3,-0.14,0.0,,,,,1873.0,22.0,-21.0,0.0,84.1,3.8,-3.0,0.0,0,3.73,0.13,-0.13,0.0,0.01489,0.00079,-0.00059,0.0,,,,,,,,,G9/K0V,5117.0,85.0,-86.0,0.0,0.818,0.029,-0.027,0.0,0.851,0.039,-0.035,0,0.134,0.077,-0.078,0.0,[Fe/H],-0.383,0.01748,-0.01712,0.0,4.543,0.033,-0.034,0.0,6.5,4.8,-4.3,0.0,2.19,0.25,-0.23,0.0,,,,,,,,,-13.56532,3.60275,-3.60275,0.0,01h24m25.48s,21.1061587,+01d42m17.68s,1.7049101,272.297,4.179,-4.057,13.1547,0.0459,-0.0459,11.104,0.024,-0.024,12.9329,0.000491,-0.000491,0
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,,1,1,0,KMTNet,0,2191.4532,,,,2.44,0.88,-0.75,0.0,0.48,,,0.0,1.33,,,0,0.118,,,0,2.32,7.43,-1.56,0,0.00729954,0.02337739,-0.00490831,0,5.42,,,0,0.0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.25,-0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17h45m47.34s,266.44725,-26d15m58.93s,-26.2663694,5080.0,2240.0,-2180.0,,,,,,,,,,0
Kepler-1312 c,Kepler-1312,Gaia DR2 2053550106200274688,1,2,0,Kepler,0,1.116119981,,,0.0,0.02103,6e-05,-6e-05,0.0,0.0703,,,0.0,1.02732734,,,0,0.09165216,,,0,1.07,,,0,0.00337,,,0,5.42,,,0,0.0,,,0.0,1770.2,110.9,-110.9,0.0,1659.0,,,0.0,82.64,,,0.0,0,6.36,1.4,-1.4,0.0,0.009827,0.000581,-0.000234,0.0,,,,,,,,,G4V,5721.0,103.0,-126.0,0.0,0.905,0.127,-0.045,0.0,0.983,0.056,-0.07,0,0.02,0.15,-0.15,0.0,[Fe/H],-0.09874,0.01372,-0.01822,0.0,4.517,0.028,-0.112,0.0,0.89,0.59,-0.46,0.0,1.96176,1.92825,-1.7899,0.0,,,,,,,,,-8.41308,1.51757,-1.51757,0.0,19h31m53.11s,292.9712801,+41d02m08.70s,41.0357494,299.104,2.305,-2.27,12.491,0.08,-0.08,10.907,0.019,-0.019,12.3778,0.000467,-0.000467,0
EPIC 201754305 d,K2-16,Gaia DR2 3897048338487064064,1,3,0,K2,0,2.71578,0.00031,-0.00031,0.0,0.0333,,,,,,,,1.03,0.085,-0.086,0,0.09189045,0.00758319,-0.00767241,0,1.08,,,0,0.0034,,,0,5.43,,,0,0.0,,,,,,,,934.4,,,,,,,,0,,,,,0.015,0.001,-0.001,0.0,,,,,,,,,K3 V,4761.0,50.0,-57.0,0.0,0.544,0.012,-0.021,0.0,0.67,0.03,-0.04,0,-0.33,0.04,-0.04,0.0,[Fe/H],-0.76082,0.01239,-0.01276,0.0,4.629,0.028,-0.028,0.0,,,,,2.959958,,,0.0,2.0,1.0,-1.0,0.0,,,,,,,,,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,334.967,4.1785,-4.1785,14.668,0.137,-0.137,12.087,0.023,-0.023,14.3234,0.000359,-0.000359,0
GJ 1002 b,GJ 1002,Gaia DR2 2441630500517079808,1,2,0,Multiple Observatories,0,10.3465,0.027,-0.027,0.0,0.0457,0.0013,-0.0013,0.0,9.43,,,0.0,1.03,,,0,0.0919,,,0,1.08,0.13,-0.13,0,0.00339806,0.00040903,-0.00040903,0,5.43,,,0,0.0,,,,0.67,0.039,-0.039,0.0,230.9,6.7,-6.7,0.0,,,,,0,,,,,,,,,1.31,0.14,-0.14,0.0,,,,,M5.5 V,3024.0,52.0,-52.0,0.0,0.137,0.005,-0.005,0.0,0.12,0.01,-0.01,0,-0.25,0.19,-0.19,0.0,[Fe/H],-2.85201,0.00583,-0.00591,0.0,5.1,0.06,-0.06,0.0,,,,,55.442547,4.581625,-4.581625,0.0,,,,,126.0,15.0,-15.0,0.0,,,,,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,4.84867,0.00303,-0.00304,13.76,0.02,,7.439,0.021,-0.021,11.7804,0.000751,-0.000751,0
K2-338 b,K2-338,Gaia DR2 656201703533465088,1,1,0,K2,0,3.850614,1.2e-05,-1.2e-05,0.0,0.04188,,,,,,,,1.03,0.11,-0.05,0,0.0918906,0.00981356,-0.00446071,0,1.08,,,0,0.0034,,,0,5.43,,,0,0.0,,,,,,,,783.0,12.0,-14.0,0.0,,,,,0,15.13,1.75,-4.06,0.0,0.0148,0.0015,-0.0007,0.0,,,,,,,,,K5V,4558.0,91.0,-81.0,0.0,0.63,0.01,-0.01,0.0,0.66,0.02,-0.02,0,-0.23,0.12,-0.13,0.0,[Fe/H],-0.83644,0.0178,-0.02841,0.0,4.65,0.01,-0.01,0.0,,,,,4.050361,0.881969,-1.495628,0.0,,,,,,,,,,,,,08h17m26.62s,124.3609294,+17d01m26.96s,17.0241557,156.951,0.602,-0.597,13.322,0.126,-0.126,10.613,0.017,-0.017,13.0455,0.000305,-0.000305,0
Kepler-1163 b,Kepler-1163,Gaia DR2 2130026255211751808,1,1,0,Kepler,0,6.11786898,2.808e-05,-2.808e-05,0.0,0.06868,0.00055,-0.00055,0.0,0.143,,,0.0,1.03,0.17,-0.11,0,0.09189045,0.01516638,-0.00981354,0,1.08,,,0,0.0034,,,0,5.43,,,0,0.0,,,0.0,511.757,14.28,-13.872,0.0,1211.0,,,0.0,88.22,,,0.0,0,8.1,2.5,-2.5,0.0,0.007258,0.000105,-0.00034,0.0,,,,,,,,,Kepler-1163 b,6302.0,69.67,-63.95,0.0,1.35,0.226,-0.134,0.0,1.22,0.073,-0.053,0,0.02,0.079,-0.085,0.0,[Fe/H],0.39636,0.01818,-0.01773,0.0,4.26,0.083,-0.112,0.0,2.88,0.55,-0.952,0.0,0.49,0.02,-0.03,0.0,,,,,,,,,-45.35669,1.09576,-1.09576,0.0,19h20m56.61s,290.235863,+50d01m48.24s,50.0300654,478.647,4.593,-4.508,12.208,0.069,-0.069,10.971,0.022,-0.022,12.1183,0.000166,-0.000166,0
Kepler-1347 b,Kepler-1347,Gaia DR2 2075063150722101376,1,1,0,Kepler,0,14.00947528,7.001e-05,-7.001e-05,0.0,0.104,,,0.0,0.324,,,0.0,1.03,0.06,-0.05,0,0.09189045,0.00535284,-0.0044607,0,1.08,,,0,0.0034,,,0,5.43,,,0,0.0,,,0.0,34.32,6.88,-6.32,0.0,617.0,,,0.0,89.5,,,0.0,0,31.74,3.2,-3.2,0.0,0.011842,0.000578,-0.000391,0.0,,,,,,,,,K0,5193.0,74.46,-55.99,0.0,0.79,0.029,-0.032,0.0,0.82,0.037,-0.041,0,-0.11,0.103,-0.112,0.0,[Fe/H],-0.388,,,0.0,4.57,0.027,-0.037,0.0,5.62,4.19,-3.24,0.0,3.08057,0.31341,-1.12792,0.0,,,,,,,,,,,,,19h58m38.30s,299.6595903,+40d50m37.87s,40.8438526,321.0,13.217,-13.979,13.557,0.114,-0.114,11.486,0.02,-0.02,13.4122,0.000966,-0.000966,0
Kepler-1398 c,Kepler-1398,Gaia DR2 2128776801985730048,1,2,0,Kepler,0,4.13827595,2.616e-05,-2.616e-05,0.0,0.05087,0.00048,-0.00048,0.0,0.0597,,,0.0,1.03,0.37,-0.15,0,0.09189045,0.03300919,-0.0133821,0,1.08,,,0,0.0034,,,0,5.43,,,0,0.0,,,0.0,738.183,23.488,-22.812,0.0,1324.0,,,0.0,86.45,,,0.0,0,6.07,2.6,-2.6,0.0,0.007873,0.001589,-0.000636,0.0,,,,,,,,,G0,6126.0,115.41,-125.42,0.0,1.18,0.371,-0.14,0.0,1.13,0.118,-0.081,0,0.01,0.136,-0.172,0.0,[Fe/H],0.31211,,,0.0,4.34,0.091,-0.192,0.0,3.09,1.43,-1.42,0.0,0.5,0.03,-0.03,0.0,,,,,,,,,,,,,19h39m27.87s,294.8661073,+48d38m20.37s,48.6389923,852.204,10.609,-10.609,13.752,0.103,-0.103,12.355,0.021,-0.021,13.6605,0.000228,-0.000228,0
Kepler-1612 b,Kepler-1612,Gaia DR2 2127432099262972416,1,1,0,Kepler,0,3.91795101,2.727e-05,-2.727e-05,0.0,0.0482,,,0.0,0.063,,,0.0,1.03,0.18,-0.11,0,0.09189045,0.01605852,-0.00981354,0,1.08,,,0,0.0034,,,0,5.43,,,0,0.0,,,0.0,269.248,11.704,-11.186,0.0,1030.0,,,0.0,88.27,,,0.0,0,10.83,2.7,-2.7,0.0,0.009888,0.000459,-0.000685,0.0,,,,,,,,,G5,5643.0,104.98,-130.31,0.0,0.94,0.161,-0.074,0.0,0.96,0.051,-0.054,0,0.03,0.14,-0.166,0.0,[Fe/H],-0.18821,,,0.0,4.48,0.058,-0.137,0.0,4.57,4.12,-2.85,0.0,1.72996,0.80907,-0.54157,0.0,,,,,,,,,,,,,19h25m00.07s,291.2503022,+45d39m18.19s,45.6550536,764.726,13.738,-13.269,14.936,0.092,-0.092,13.075,0.026,-0.026,14.7157,0.000338,-0.000338,0
Kepler-374 b,Kepler-374,Gaia DR2 2077745168807120128,1,3,0,Kepler,0,1.897806,1.1e-05,-1.1e-05,0.0,0.029,,,0.0,0.0229,,,0.0,1.03,0.54,-0.54,0,0.092,0.048,-0.048,0,1.08,,,0,0.0034,,,0,5.43,,,0,0.0,,,0.0,2014.661,129.966,-120.971,0.0,1761.0,,,0.0,87.55,,,0.0,0,5.443,0.793,-0.793,0.0,0.0106,0.000469,-0.00027,0.0,,,,,,,,,G1,5977.0,200.0,-200.0,0.0,0.911,0.474,-0.474,0.0,1.033,0.033,-0.029,0,0.1111,0.0134,-0.0134,0.0,[M/H],0.27435,,,0.0,4.479,0.3,-0.3,0.0,8.51,1.26,-1.27,0.0,0.45,0.04,-0.04,0.0,,,,,,,,,,,,,19h36m33.09s,294.1378921,+42d22m13.47s,42.3704075,1265.61,34.84,-34.84,14.701,0.035,-0.035,13.136,0.032,-0.032,14.6608,0.000326,-0.000326,0
Kepler-387 b,Kepler-387,Gaia DR2 2130255885640736768,1,2,0,Kepler,0,6.791636,9.4e-05,-9.4e-05,0.0,0.068,,,0.0,0.0849,,,0.0,1.03,0.24,-0.24,0,0.092,0.021,-0.021,0,1.08,,,0,0.0034,,,0,5.43,,,0,0.0,,,0.0,304.081,10.357,-9.984,0.0,994.0,,,0.0,89.55,,,0.0,0,15.56,2.6,-2.6,0.0,0.00932,0.000508,-0.000218,0.0,,,,,,,,,G3,5774.0,154.0,-154.0,0.0,1.046,0.24,-0.24,0.0,0.85,0.019,-0.013,0,-0.3,0.04,-0.04,0.0,[Fe/H],0.13738,,,0.0,4.353,0.15,-0.15,0.0,1.01,0.84,-0.84,0.0,0.61,0.03,-0.03,0.0,,,,,,,,,,,,,19h11m11.58s,287.7982699,+45d39m24.36s,45.6567655,801.052,10.7825,-10.7825,14.129,0.149,-0.149,12.536,0.022,-0.022,13.9345,0.000214,-0.000214,0
Kepler-395 b,Kepler-395,Gaia DR2 2126465903421535744,1,2,0,Kepler,0,7.054346,7e-05,-7e-05,0.0,0.061,,,0.0,0.145,,,0.0,1.03,0.08,-0.08,0,0.092,0.007,-0.007,0,1.08,,,0,0.0034,,,0,5.43,,,0,0.0,,,0.0,17.8,1.6,-2.1,0.0,576.0,55.0,-36.0,0.0,88.36,0.00079,-0.14,0.0,0,23.3,0.23,-0.63,0.0,0.0198,0.00093,-0.00092,0.0,,,,,,,,,K6,4262.0,100.0,-100.0,0.0,0.556,0.022,-0.022,0.0,0.622827,0.021315,-0.021315,0,-0.02,0.09,-0.09,0.0,[Fe/H],-1.194,0.057,-0.055,0.0,4.729,0.15,-0.15,0.0,1.6,0.7,-0.3,0.0,3.283175,0.2094,-0.2094,0.0,,,,,19.92,1.0,-1.0,0.0,,,,,19h34m02.69s,293.5111889,+45d08m11.85s,45.1366252,421.382,8.0905,-8.0905,16.5919,0.046,-0.046,12.948,0.03,-0.03,15.9585,0.000809,-0.000809,0
GJ 273 c,GJ 273,,1,2,0,La Silla Observatory,0,4.7234,0.0004,-0.0004,0.0,0.036467,2e-06,-2e-06,0.0,6.16,,,0.0,1.06,,,0,0.0942,,,0,1.18,0.16,-0.16,0,0.00371268,0.00050341,-0.00050341,0,5.44,,,0,0.17,0.13,-0.12,0.0,6.66,,,0.0,425.6,,,,80.0,,,,0,,,,,,,,,1.06,0.15,-0.15,0.0,,,,,M3.5,3382.0,49.0,-49.0,0.0,0.293,0.027,-0.027,0.0,0.29,,,0,0.09,0.17,-0.17,0.0,[Fe/H],-2.05552,0.24304,-0.60206,0.0,4.90868,0.0035,-0.0035,0.0,,,,,13.194381,0.295505,-0.295505,0.0,,,,,99.0,,,0.0,18.4086,0.0002,-0.0002,0.0,07h27m24.50s,111.852091,+05d13m32.91s,5.225807,5.921535,0.0206332,-0.0206332,9.84,0.1,-0.1,4.857,0.023,-0.023,,,,1
K2-148 b,K2-148,Gaia DR2 2536443724641751808,2,3,0,K2,0,4.38395,0.0008,-0.0008,0.0,0.0454,0.0014,-0.0014,0.0,0.365,,,0.0,1.33,0.19,-0.18,0,0.11865465,0.01695066,-0.01605852,0,2.33,,,0,0.00733,,,0,5.44,,,0,0.0,,,,48.8,11.0,-11.0,0.0,670.2,,,,,,,,0,16.7,3.2,-4.5,0.0,0.0193,0.0021,-0.0019,0.0,,,,,,,,,K7,4079.0,70.0,-70.0,0.0,0.632,0.063,-0.063,0.0,0.65,0.061,-0.061,0,-0.11,0.12,-0.12,0.0,[Fe/H],-0.99568,0.08558,-0.10669,0.0,4.653,0.051,-0.051,0.0,,,,,2.942618,1.152063,-0.886205,0.0,,,,,,,,,1.51645,1.19358,-1.19358,0.0,00h58m04.24s,14.5176494,-00d11m35.73s,-0.193258,124.458,0.626,-0.619,13.627,0.103,-0.103,10.292,0.025,-0.025,13.0599,0.00078,-0.00078,0
K2-268 e,K2-268,Gaia DR2 604743013163971072,1,5,0,K2,0,6.131243,3.2e-05,-3.3e-05,0.0,0.0619,,,,,,,,1.33,0.11,-0.08,0,0.11865486,0.00981356,-0.00713713,0,2.33,,,0,0.00733,,,0,5.44,,,0,0.0,,,,,,,,801.0,13.0,-13.0,0.0,,,,,0,16.93,1.89,-4.06,0.0,0.0155,0.0013,-0.0008,0.0,,,,,,,,,K1,5106.0,70.0,-61.0,0.0,0.78,0.02,-0.02,0.0,0.84,0.02,-0.02,0,0.03,0.05,-0.05,0.0,[Fe/H],-0.42942,0.0172,-0.01662,0.0,4.58,0.02,-0.03,0.0,,,,,2.299399,0.700297,-0.459595,0.0,,,,,24.87,2.64,-2.64,0.0,,,,,08h54m50.28s,133.7094899,+11d50m53.78s,11.8482712,327.783,3.236,-3.175,13.848,0.114,-0.114,11.639,0.023,-0.023,13.5627,0.000175,-0.000175,0
K2-316 b,K2-316,Gaia DR2 6239410080231903488,1,2,0,K2,0,1.133,0.001,-0.001,0.0,0.0147,0.001,-0.0031,0.0,0.131,,,0.0,1.33,0.1,-0.09,0,0.11865465,0.0089214,-0.00802926,0,2.33,,,0,0.00733,,,0,5.44,,,0,0.0,,,,,,,,841.0,105.0,-54.0,0.0,87.02,2.19,-3.98,0.0,0,,,,,,,,,,,,,,,,,M5,3436.0,3.0,-3.0,0.0,0.379,0.003,-0.003,0.0,0.408,0.005,-0.005,0,,,,,,-1.82964,0.09633,-0.12398,0.0,4.891,0.002,-0.002,0.0,,,,,10.826536,0.344261,-0.344261,0.0,,,,,,,,,,,,,15h34m29.94s,233.6247336,-23d15m34.08s,-23.2594663,112.486,0.968,-0.952,17.14,0.2,-0.2,11.911,0.023,-0.023,15.514,0.000829,-0.000829,0
